,Dataset,MAE,RMSE,r2,MAPE,Training Time
0,Train,113.14877908931302,156.7845807691632,0.46017140875726825,0.19981364627798584,11.299162149429321
1,Test,149.33076842405774,204.32570496367097,0.36392180727478596,0.23584024811259735, 
