,Dataset,MAE,RMSE,r2,MAPE,Training Time
0,Train,141.58428007776135,207.93172939824555,0.5879695096008273,0.3506013426256,6.611695051193237
1,Test,188.40597617349738,268.3704756388302,0.4294261689939727,0.39684236052759, 
