,Dataset,MAE,RMSE,r2,MAPE,Training Time
0,Train,47.397286518990306,65.76048082992227,0.5316363128388044,0.17455890602449461,21.95000696182251
1,Test,45.32285364044398,61.525910013133505,0.3479299718768841,0.17485417819045945, 
