,Dataset,MAE,RMSE,r2,MAPE,Training Time
0,Train,129.0320758403768,191.12379722522473,0.6518893144684139,0.3214778090288338,40.79741716384888
1,Test,179.61743642323395,266.2233897774446,0.43851934841260387,0.36235225514374353, 
