,Dataset,MAE,RMSE,r2,MAPE,Training Time
0,Train,52.24769646661761,72.50775564807584,0.43059381368200245,0.19785620731668654,4.138695001602173
1,Test,41.674535475417365,56.76010710261395,0.44503632259968895,0.1632509960024026, 
