,Dataset,MAE,RMSE,r2,MAPE,Training Time
0,Train,81.67271156871294,115.69877104516571,0.2380418701423257,0.39944636195191546,2.707036256790161
1,Test,98.71046082881624,182.58165675429962,0.27838253527554835,0.4348342297768097, 
