,Dataset,MAE,RMSE,r2,MAPE,Training Time
0,Train,121.28900178846595,163.25710488887282,0.4146799973725821,0.19269789935685208,14.72291898727417
1,Test,134.93002747958684,190.26347873078103,0.4484621008208315,0.20800804554754118, 
