,Dataset,MAE,RMSE,r2,MAPE,Training Time
0,Train,76.62590300675012,109.87610132648075,0.31280483089379874,0.37464454150531257,13.089357137680054
1,Test,106.71343738150429,193.06077622074415,0.1931722175501801,0.5118290866719627, 
