 ,Dataset,MAE,RMSE,r2,mape,prediction_step,Day
0,Train,112.39340303313855,175.2874799541094,0.7071874959495621,0.2665863255038635,240,10.0
1,Test,134.7238032334263,207.1833975698937,0.6611781538724374,0.275483423143597,240,10.0
