 ,Dataset,MAE,RMSE,r2,mape,prediction_step,Day
0,Train,44.051745134327525,59.412190933877476,0.616994222167812,0.16842469430832027,468,19.5
1,Test,43.63994686325279,56.46702939458702,0.43373023884626827,0.1754488812920423,468,19.5
0,Train,33.42259554068322,44.43012380577319,0.7825799897845389,0.12726955837929155,480,20.0
1,Test,43.31829654710597,59.72723927842786,0.37885498547868346,0.16564558641077684,480,20.0
0,Train,37.96705280657518,53.94668446322828,0.6853142087383849,0.13858601974762613,492,20.5
1,Test,50.901379035249924,68.46570570095332,0.17139310885849213,0.19718402920107406,492,20.5
0,Train,44.99605113225603,63.29610071162746,0.5615894610782703,0.16670238293131487,504,21.0
1,Test,45.85125303529651,61.091461135541046,0.35505058094631914,0.1778834210967861,504,21.0
0,Train,40.22026322388347,58.245453231999484,0.6320745748342271,0.1450567448882237,516,21.5
1,Test,42.97617384904048,57.542043046284185,0.41994246567302773,0.16859870003549868,516,21.5
0,Train,42.38255042245819,60.62371208484545,0.6019493779163743,0.15692711371356813,528,22.0
1,Test,45.390496657731426,59.85316025052824,0.3829045858912514,0.17533876593452832,528,22.0
0,Train,43.33868374224443,59.17330833092385,0.6157352544764665,0.16396194357358307,540,22.5
1,Test,41.89273418565421,56.66050926119797,0.44365974673196795,0.16326831761043667,540,22.5
0,Train,41.183148423223045,56.935746986552516,0.6488207618412303,0.15773162174539376,552,23.0
1,Test,39.61934242541973,54.431655899246266,0.47990860482826236,0.15563145475952347,552,23.0
0,Train,37.55704138777994,51.92016997434051,0.7082005916480287,0.14155031071716873,564,23.5
1,Test,50.79730565071641,70.01595836422148,0.15517302109641584,0.19744531038237018,564,23.5
0,Train,41.36846236931085,56.8099606892471,0.6468363067105618,0.15886107202318622,576,24.0
1,Test,53.90912304421368,74.0964477091631,0.05123335812239482,0.20602594355142187,576,24.0
0,Train,54.98283088479522,80.12787831519215,0.2929721615066492,0.20624684905077117,588,24.5
1,Test,43.73768845187885,60.56287637256472,0.35833929593463554,0.1692516985552668,588,24.5
0,Train,45.3128058348906,63.98418065086895,0.556897207732479,0.1661925380116175,600,25.0
1,Test,49.076102953303476,69.07387782840537,0.15438868911771386,0.18770840194764943,600,25.0
0,Train,41.95137870964725,56.53747095517615,0.653161783217777,0.1642303435472812,612,25.5
1,Test,49.681220746007156,66.90035654085561,0.23087364091786322,0.1961517087351816,612,25.5
0,Train,45.78524964098229,62.26509213328871,0.5742223016853771,0.16975175783862248,624,26.0
1,Test,44.390822814399456,60.617183938064144,0.36275729039661453,0.17284074859236484,624,26.0
0,Train,41.74538628418018,56.895743152736266,0.6510513780970153,0.15913707060257581,636,26.5
1,Test,46.762434224197804,64.5593510619554,0.2691894055062757,0.17716583887808748,636,26.5
0,Train,52.25459584849779,70.65583744293076,0.4595662626447069,0.20036410603617721,648,27.0
1,Test,44.947131477874436,62.620767301651206,0.3035815658661928,0.17454206817696874,648,27.0
0,Train,38.44831063632424,51.16678234977151,0.7164501184421656,0.1502800307701729,660,27.5
1,Test,51.75145902751155,66.42250281123735,0.24000870392582307,0.20578754825631151,660,27.5
0,Train,42.90104611889863,59.20192595059951,0.616470527495425,0.16705797250897678,672,28.0
1,Test,47.13965581102689,63.054423981517445,0.3129382733339461,0.18610084316007344,672,28.0
0,Train,48.46869783302738,71.60577037254548,0.4354882830969713,0.17199463503934412,684,28.5
1,Test,48.83431985519569,65.93281794922981,0.24092075511927324,0.19238917860092983,684,28.5
0,Train,46.46924047529229,63.95754475127349,0.5582317197932836,0.17325788930259048,696,29.0
1,Test,50.65278722607335,67.88829585805935,0.18626412167110218,0.2038418839793286,696,29.0
0,Train,44.59128972232235,64.57290625582469,0.5479702516360323,0.16006777715048734,708,29.5
1,Test,50.061703553033546,71.49004414644422,0.11695861143335906,0.19427091188590517,708,29.5
0,Train,48.7999722642783,65.81982062813572,0.530790663724318,0.18677446860128624,720,30.0
1,Test,48.610688629848774,65.04223027536314,0.2712660612438872,0.19456021325379458,720,30.0
0,Train,54.05023228301408,74.475951821774,0.3937441799337894,0.2049139808875252,732,30.5
1,Test,51.65226386246962,67.5009511283444,0.21364731046309082,0.20408192476483197,732,30.5
