 ,Dataset,MAE,RMSE,r2,mape,prediction_step,Day
0,Train,32.775345666612296,48.075019923722586,0.7470899903363646,0.11682890550595079,336,14.0
1,Test,33.93866734773116,47.84078821809352,0.5943609470870602,0.12710786220860731,336,14.0
0,Train,36.745554530185466,53.561372090511824,0.6877378241168223,0.13134165350778296,348,14.5
1,Test,35.51616000032918,48.86805245081942,0.5783581469236783,0.13440951367074486,348,14.5
0,Train,42.99144029875655,59.40094870895368,0.6178445841029743,0.15881470605401943,360,15.0
1,Test,36.162153108638535,51.49698495961099,0.5344780310174544,0.13439561614663179,360,15.0
0,Train,39.09750370503225,56.37583574253349,0.6498291782048844,0.13997004163891344,372,15.5
1,Test,38.31707895957173,50.649311444228125,0.5526483720740591,0.15073886215030532,372,15.5
0,Train,34.17007135603068,49.672825287110165,0.7299993576866233,0.12564178333438386,384,16.0
1,Test,41.32249633662405,57.2714761400387,0.4331849342987847,0.15841581816845565,384,16.0
0,Train,36.426060671137044,52.09424809218489,0.7060775194578435,0.1288632702547875,396,16.5
1,Test,40.50748489022847,57.043191213745885,0.42706207059405543,0.1515429940164949,396,16.5
0,Train,38.34884466759473,52.75395263320568,0.6934830643669092,0.142442275994629,408,17.0
1,Test,36.695824690976984,50.47483950994508,0.5563933837355274,0.13891649857310143,408,17.0
0,Train,43.68804239201115,64.76686716282376,0.5441998262728897,0.15811100606904513,420,17.5
1,Test,40.1053980438922,57.550240526819046,0.41300095678504534,0.14777990174331276,420,17.5
0,Train,36.220115549850675,50.299829896937396,0.7214456465674062,0.1356067120132554,432,18.0
1,Test,39.87571060286257,54.90830447684341,0.47354663265894303,0.15265215951180908,432,18.0
0,Train,40.30482634128736,58.121919132603814,0.6327508259008181,0.14641418529575312,444,18.5
1,Test,39.13654858629627,53.7905466569443,0.48560294889440037,0.14809296890087104,444,18.5
0,Train,43.23844326178512,60.474874298254235,0.5973507762304033,0.1617359315301986,456,19.0
1,Test,47.07315800948195,63.78666572638783,0.28953343634937756,0.18202555066222528,456,19.0
0,Train,40.52111861230654,55.97397845307179,0.6600410008722748,0.15312471027353824,468,19.5
1,Test,42.531515900112005,56.024297212177984,0.4425751529440929,0.1666336675303141,468,19.5
0,Train,38.65318785989402,52.10583270369958,0.7009683573772845,0.14705489860952875,480,20.0
1,Test,42.091845129089705,55.38487796371417,0.4658902232887667,0.16803709464347727,480,20.0
0,Train,44.203876065046884,65.39358500392717,0.5375999086875625,0.15866165939372795,492,20.5
1,Test,44.32270766145982,58.144416833289924,0.40238925007391635,0.17793644323415495,492,20.5
0,Train,45.75532421999375,65.12795984972826,0.5358460823963328,0.16621665710681055,504,21.0
1,Test,44.50292052672867,61.00063321305039,0.3569669164927456,0.16828556383199317,504,21.0
0,Train,37.73427930675385,56.79490269114032,0.6501720847959425,0.13232923967364363,516,21.5
1,Test,44.30530877785122,59.19081389525006,0.3862250770182334,0.17212382146042177,516,21.5
0,Train,41.927536253609,58.69714805211733,0.6268467253464753,0.1549549057648169,528,22.0
1,Test,45.507085676682664,59.60662616008516,0.38797772606355185,0.18071817149784974,528,22.0
0,Train,47.9394826856209,65.79519037581323,0.5249195758139609,0.17306708885950733,540,22.5
1,Test,39.72631467036321,54.7342329726672,0.48084432054744874,0.1521201712903059,540,22.5
0,Train,43.027921648541465,61.34969200402553,0.5922597732458081,0.1595826373686148,552,23.0
1,Test,39.063554639654086,53.526018362693975,0.4970712613206003,0.15384723820209262,552,23.0
0,Train,39.02014845006966,55.29011639045765,0.6690920476739228,0.14612307861801657,564,23.5
1,Test,47.723541722478735,65.7785913992813,0.2543365822609872,0.18710056234553038,564,23.5
0,Train,41.97107842905492,59.17832378513905,0.6167762716585726,0.15418170474851425,576,24.0
1,Test,46.37786920691647,64.86893094865404,0.27282638459224584,0.175359029744996,576,24.0
0,Train,55.28433185000768,81.680344811596,0.2653096216519173,0.20240964849778736,588,24.5
1,Test,43.13237507530142,61.85354576471034,0.3306987160538526,0.16278770223391584,588,24.5
0,Train,43.94978864143489,59.6080521891727,0.6154355610392156,0.17097481722530378,600,25.0
1,Test,49.88524629593866,65.62200991666838,0.23679331896862754,0.20090620610118462,600,25.0
0,Train,46.178051551941444,64.57206236291688,0.547578219609627,0.16639075098576148,612,25.5
1,Test,39.275445017570696,54.23524139438788,0.4945199894773742,0.15112127075364284,612,25.5
0,Train,42.29492186386325,57.606366136539975,0.6355528145796381,0.1608874560830682,624,26.0
1,Test,49.02907011168053,67.62676588681987,0.2068586365501771,0.18769137223943214,624,26.0
0,Train,50.4834659917312,71.83823688577229,0.4436946089175625,0.19029427207906652,636,26.5
1,Test,49.97876666837445,67.72257825957654,0.19581958973436364,0.19630063120083802,636,26.5
0,Train,52.01297689632449,73.19542126269056,0.42001844034982205,0.20188454428530742,648,27.0
1,Test,45.34971885588917,64.92353983865317,0.2514206018707018,0.1691092349729858,648,27.0
0,Train,41.162430618374316,54.90804773868608,0.6734683661216677,0.16317959301604126,660,27.5
1,Test,49.42555834853625,64.99857379851493,0.27224398833510677,0.19696743930533062,660,27.5
0,Train,44.24072183315536,61.60659829734443,0.5846812570806921,0.1702081372631751,672,28.0
1,Test,45.15817410973839,60.32001001575251,0.37123632864836853,0.1780704444898352,672,28.0
0,Train,48.455372940965034,74.58403349186133,0.38755280486292787,0.16714298007226663,684,28.5
1,Test,44.89182759107816,60.770357823444904,0.3551370458761809,0.17287769123659869,684,28.5
0,Train,46.378703751635804,62.51301352199162,0.5779617310785481,0.17866891431193507,696,29.0
1,Test,53.23114732837661,70.5421853183219,0.12139945228617721,0.2163195142062809,696,29.0
0,Train,44.02850847919766,62.67935715618278,0.5740923726467497,0.16429540292773506,708,29.5
1,Test,48.448202717195144,64.19107763906833,0.28806677316074036,0.18921680745281558,708,29.5
0,Train,46.975235157832046,64.51273095491946,0.5492413080685357,0.17703415205879344,720,30.0
1,Test,45.840895016488844,62.7839615653032,0.3209909264607095,0.17605863239917152,720,30.0
0,Train,50.590703449926366,70.06837167355296,0.46337877515212644,0.19161968216543282,732,30.5
1,Test,50.51390696761955,66.7866948290207,0.23020073037286493,0.19586639128127087,732,30.5
