 ,Dataset,MAE,RMSE,r2,mape,prediction_step,Day
0,Train,14.578513665640374,20.28025253927245,0.9547085791938842,0.05418104405005764,24,1.0
1,Test,17.382100401974988,25.917370394816025,0.8807068903488624,0.06557903304646323,24,1.0
0,Train,16.763868305818658,24.116258840959627,0.9358823232113432,0.060633850506826265,36,1.5
1,Test,19.26348997281026,28.623899646911376,0.8544905865725639,0.07252452032790908,36,1.5
0,Train,18.534540653580194,26.80805004605761,0.9208761576960663,0.06776598345198072,48,2.0
1,Test,19.489855994526582,28.683926935231828,0.8541789159899776,0.07365432059097082,48,2.0
0,Train,20.908589009750877,29.83699548896214,0.9018608489423283,0.07745898614851165,60,2.5
1,Test,21.045351732605052,29.627145201614304,0.8444311221261995,0.08064150586256814,60,2.5
0,Train,21.133835759727592,31.028430319031504,0.894002278656153,0.07702602739520614,72,3.0
1,Test,22.653828549729415,33.00360672793427,0.806555540459755,0.08513352902191365,72,3.0
0,Train,25.29897145849295,36.69985049695557,0.8516806486298041,0.09230696302381886,84,3.5
1,Test,23.898496439880265,33.69891975253636,0.7987318447370116,0.09275621250584615,84,3.5
0,Train,24.794592603154182,34.939133305479494,0.8655475499711779,0.09386540553983125,96,4.0
1,Test,25.11946055974148,35.37326573209649,0.7790754577064912,0.09805534048609946,96,4.0
0,Train,25.414992759205028,37.500838847939484,0.8451686564142128,0.09301974319451647,108,4.5
1,Test,26.206583384181005,36.46510921396148,0.7638496867467117,0.10071634788816461,108,4.5
0,Train,25.45064158668092,37.278122448615974,0.8469432363410079,0.09349773461906748,120,5.0
1,Test,26.081487217138704,37.46288442681267,0.7512600559887245,0.09907144813873935,120,5.0
0,Train,25.675962083992513,37.75184051893453,0.8429744842548326,0.0933989266464963,132,5.5
1,Test,28.115296720789893,40.49852065476188,0.7112125833145491,0.10722183072916912,132,5.5
0,Train,25.87075291225337,37.08384916682837,0.8485927994888278,0.094816175104802,144,6.0
1,Test,27.99821079706933,40.783427158847324,0.706328983238834,0.10563446118575792,144,6.0
0,Train,26.619423900772762,38.88706760272985,0.8339250883864548,0.09937767743241277,156,6.5
1,Test,28.942457871441505,40.49457747607239,0.7087759531894104,0.11013737756081383,156,6.5
0,Train,31.509694120773396,45.738685761201715,0.7696243409927576,0.11714298390646638,168,7.0
1,Test,28.53359018036863,39.53405100075474,0.7229961893136916,0.10993570936550495,168,7.0
0,Train,32.16390016978358,45.05022535034394,0.7772730472331211,0.12187605307489095,180,7.5
1,Test,31.348212269700213,43.108172432432134,0.6737911056109402,0.12184357358200688,180,7.5
0,Train,32.202207987916616,45.684244661117546,0.7716190002164947,0.11946550797686935,192,8.0
1,Test,30.78399337336847,42.32277123075792,0.6862030552294225,0.12096212801676082,192,8.0
0,Train,30.78879382853247,45.1706670530434,0.7752718518769415,0.10903912723274145,204,8.5
1,Test,30.008954332987155,42.192422225304355,0.6853184505285578,0.11096312023259344,204,8.5
0,Train,34.27822366489638,49.01076607937515,0.7355400573267846,0.12893896496174465,216,9.0
1,Test,32.78204184221061,45.620518314092905,0.630381313722376,0.12685556648579419,216,9.0
0,Train,33.93683070460207,48.73352368305026,0.738523570479738,0.12565442460692502,228,9.5
1,Test,33.554231640279006,47.186589815727075,0.6041562991752991,0.12914648746333623,228,9.5
0,Train,32.390649321156644,46.38061498315489,0.7630714095521355,0.12082896970495445,240,10.0
1,Test,31.868816035737414,43.46869494099671,0.6651145256889197,0.12415607947693429,240,10.0
0,Train,35.275052215241764,50.24298168783231,0.7237655230610656,0.129475500074457,252,10.5
1,Test,30.157368253569402,42.14271046709497,0.6872877633592174,0.11645143361719866,252,10.5
0,Train,35.09421094775099,49.10028362084375,0.7343792670890038,0.12476484242701054,264,11.0
1,Test,32.55129679648873,46.69620195267345,0.6197536553542689,0.12160573950796176,264,11.0
0,Train,36.798460710399645,52.46179245973918,0.7004272929316471,0.13403266837976457,276,11.5
1,Test,31.30174851528275,44.086970273103724,0.6588093788887897,0.11981792041989427,276,11.5
0,Train,34.76032681710152,48.319606208307576,0.7445100361410419,0.13075515354801334,288,12.0
1,Test,34.33811876756805,47.76265982231529,0.5972174393904125,0.13036847146083289,288,12.0
0,Train,35.86970941530939,50.419589337325654,0.7210171876555528,0.13370677114388832,300,12.5
1,Test,34.299984566135485,45.320536790281714,0.6359733345296879,0.1349424833459222,300,12.5
0,Train,39.71999891934995,56.45451022426682,0.6499815576360941,0.14382655573772882,312,13.0
1,Test,40.730208815390405,55.790609212929,0.4472157045189421,0.15318131934047122,312,13.0
0,Train,38.87094235249712,56.61272579559196,0.6482719765551509,0.14350039516101934,324,13.5
1,Test,35.667671663844615,49.11726771534048,0.5715482819113575,0.13718398170098148,324,13.5
